dataset,condition,target_index,target_total,target,status,message,elapsed_sec,n_poses,n_valid,n_success_available,best_available_dockq,top1_pose_model,top1_score,top1_dockq,top1_irmsd,top1_crmsd,top1_classification,success@1,success@3,success@5,success@10,success@100
DB5,holo,190,218,3F1P,done,,2.132,1,1,1,0.961000,hdock_1,-0.718770,0.961000,0.486001,0.459157,high,1,1,1,1,1
DB5,holo,191,218,1BUH,done,,3.253,1,1,1,0.973000,hdock_1,-0.693456,0.973000,0.383503,0.281455,high,1,1,1,1,1
DB5,holo,192,218,1K74,done,,4.735,1,1,1,0.985000,hdock_1,-0.716271,0.985000,0.288022,0.275664,high,1,1,1,1,1
DB5,holo,193,218,1UDI,done,,2.829,1,1,1,0.969000,hdock_1,-0.692880,0.969000,0.376243,0.419161,high,1,1,1,1,1
DB5,holo,194,218,1HIA,done,,2.419,1,1,1,0.988000,hdock_1,-0.751622,0.988000,0.228284,0.160718,high,1,1,1,1,1
DB5,holo,195,218,1EFN,done,,1.589,1,1,1,0.981000,hdock_1,-0.653354,0.981000,0.298253,0.361053,high,1,1,1,1,1
DB5,holo,196,218,1AHW,done,,5.204,1,1,1,0.956000,hdock_1,-0.733732,0.956000,0.200240,0.454234,high,1,1,1,1,1
DB5,holo,197,218,2FD6,done,,5.831,1,1,1,0.266000,hdock_1,-0.741132,0.266000,3.500478,4.380156,acceptable,1,1,1,1,1
DB5,holo,198,218,2C0L,done,,3.463,1,1,1,0.985000,hdock_1,-0.749281,0.985000,0.189653,0.208775,high,1,1,1,1,1
DB5,,199,218,1OFU,error,'CA',0.000,,,,,,,,,,,,,,,
DB5,holo,200,218,2OUL,done,,2.777,1,1,1,0.987000,hdock_1,-0.703352,0.987000,0.185291,0.347005,high,1,1,1,1,1
DB5,holo,201,218,3FN1,done,,2.301,1,1,1,0.982000,hdock_1,-0.656017,0.982000,0.310777,0.258389,high,1,1,1,1,1
DB5,holo,202,218,1JZD,done,,4.485,1,1,1,0.985000,hdock_1,-0.718579,0.985000,0.231156,0.270721,high,1,1,1,1,1
DB5,holo,203,218,2G77,done,,4.628,1,1,1,0.989000,hdock_1,-0.682870,0.989000,0.197760,0.191780,high,1,1,1,1,1
DB5,holo,204,218,3SE8,done,,6.612,1,1,1,0.990000,hdock_1,-0.728735,0.990000,0.198289,0.285335,high,1,1,1,1,1
DB5,,205,218,1E96,error,'O',0.000,,,,,,,,,,,,,,,
DB5,holo,206,218,2BTF,done,,4.310,1,1,1,0.989000,hdock_1,-0.696076,0.989000,0.238631,0.238884,high,1,1,1,1,1
DB5,holo,207,218,2HQS,done,,4.338,1,1,1,0.991000,hdock_1,-0.717115,0.991000,0.186456,0.157013,high,1,1,1,1,1
DB5,holo,208,218,5WK3,done,,4.063,1,1,1,0.984000,hdock_1,-0.686767,0.984000,0.249252,0.248659,high,1,1,1,1,1
DB5,holo,209,218,1R6Q,done,,2.107,1,1,0,0.025000,hdock_1,-0.715908,0.025000,10.849573,11.572998,unacceptable,0,0,0,0,0
DB5,holo,210,218,1R0R,done,,2.626,1,1,1,0.985000,hdock_1,-0.744678,0.985000,0.205995,0.229524,high,1,1,1,1,1
DB5,holo,211,218,1R8S,done,,3.046,1,1,1,0.992000,hdock_1,-0.704003,0.992000,0.178455,0.210611,high,1,1,1,1,1
DB5,holo,212,218,1FCC,done,,3.975,1,1,0,0.021000,hdock_1,-0.715412,0.021000,15.358219,11.468710,unacceptable,0,0,0,0,0
DB5,holo,213,218,3G6D,done,,4.490,1,1,1,0.987000,hdock_1,-0.764439,0.987000,0.314925,0.231476,high,1,1,1,1,1
DB5,holo,214,218,1ZM4,done,,8.623,1,1,0,0.029000,hdock_1,-0.722258,0.029000,19.539278,12.913018,unacceptable,0,0,0,0,0
DB5,holo,215,218,1XU1,done,,4.230,1,1,1,0.988000,hdock_1,-0.652532,0.988000,0.239106,0.176790,high,1,1,1,1,1
DB5,holo,216,218,1KKL,done,,5.140,1,1,0,0.011000,hdock_1,-0.710235,0.011000,20.487320,16.950411,unacceptable,0,0,0,0,0
DB5,holo,217,218,1FQJ,done,,4.137,1,1,1,0.991000,hdock_1,-0.689820,0.991000,0.176916,0.223210,high,1,1,1,1,1
DB5,holo,218,218,2B4J,done,,3.302,1,1,0,0.008000,hdock_1,-0.733891,0.008000,25.081152,24.146795,unacceptable,0,0,0,0,0
