dataset,condition,target_index,target_total,target,status,message,elapsed_sec,n_poses,n_valid,n_success_available,best_available_dockq,top1_pose_model,top1_score,top1_dockq,top1_irmsd,top1_crmsd,top1_classification,success@1,success@3,success@5,success@10,success@100
DB5-g-u,apo_geodock,166,218,1GXD,done,,4.716,1,1,0,0.004000,geodock,-0.676626,0.004000,26.729574,30.720778,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,167,218,1QA9,done,,1.437,1,1,0,0.013000,geodock,-0.660644,0.013000,19.187729,20.085100,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,168,218,1GL1,done,,1.721,1,1,1,0.232000,geodock,-0.725654,0.232000,3.048229,3.087733,acceptable,1,1,1,1,1
DB5-g-u,apo_geodock,169,218,3BX7,done,,1.773,1,1,0,0.039000,geodock,-0.709456,0.039000,7.510417,10.172763,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,170,218,2NZ8,done,,2.852,1,1,1,0.313000,geodock,-0.696521,0.313000,2.455770,3.100894,acceptable,1,1,1,1,1
DB5-g-u,apo_geodock,171,218,1H9D,done,,1.405,1,1,0,0.097000,geodock,-0.714299,0.097000,9.409510,9.773957,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,172,218,1Z0K,done,,1.454,1,1,0,0.120000,geodock,-0.657123,0.120000,6.397702,6.163343,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,173,218,1JTD,done,,3.074,1,1,0,0.091000,geodock,-0.719325,0.091000,7.249124,7.196153,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,174,218,1E6E,done,,3.377,1,1,0,0.115000,geodock,-0.692489,0.115000,5.902883,5.908687,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,175,218,1AKJ,done,,3.937,1,1,0,0.008000,geodock,-0.760001,0.008000,26.672440,22.431950,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,176,218,2O8V,done,,1.935,1,1,0,0.014000,geodock,-0.690362,0.014000,15.385445,15.210440,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,177,218,5JMO,done,,3.416,1,1,0,0.022000,geodock,-0.725998,0.022000,13.590814,11.468879,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,178,218,4Y7M,done,,2.131,1,1,0,0.042000,geodock,-0.750214,0.042000,12.311969,11.737639,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,179,218,3SZK,done,,2.661,1,1,0,0.016000,geodock,-0.727609,0.016000,13.056404,14.695732,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,180,218,3HI6,done,,3.651,1,1,0,0.081000,geodock,-0.711056,0.081000,7.914169,13.630655,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,181,218,1US7,done,,2.254,1,1,0,0.030000,geodock,-0.735743,0.030000,14.371809,13.426379,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,182,218,5E5M,done,,1.271,1,1,0,0.047000,geodock,-0.699510,0.047000,9.179840,13.102154,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,183,218,3MJ9,done,,3.826,1,1,0,0.019000,geodock,-0.734203,0.019000,14.873064,20.762741,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,184,218,1KTZ,done,,1.318,1,1,0,0.023000,geodock,-0.782569,0.023000,12.268974,19.505056,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,185,218,1GHQ,done,,2.350,1,1,0,0.012000,geodock,-0.726768,0.012000,17.526197,17.753212,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,186,218,4HX3,done,,2.160,1,1,0,0.028000,geodock,-0.783944,0.028000,15.686399,15.752847,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,187,218,3EOA,done,,3.750,1,1,0,0.048000,geodock,-0.719773,0.048000,7.639988,12.583888,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,188,218,1K5D,done,,3.711,1,1,0,0.020000,geodock,-0.674021,0.020000,11.001754,21.470421,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,189,218,1AY7,done,,1.339,1,1,1,0.257000,geodock,-0.710783,0.257000,3.055118,4.292121,acceptable,1,1,1,1,1
DB5-g-u,apo_geodock,190,218,3F1P,done,,1.483,1,1,0,0.051000,geodock,-0.760404,0.051000,12.096418,14.826610,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,191,218,1BUH,done,,2.091,1,1,0,0.015000,geodock,-0.660967,0.015000,16.428669,15.415112,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,192,218,1K74,done,,3.121,1,1,1,0.441000,geodock,-0.700066,0.441000,1.836664,2.084564,acceptable,1,1,1,1,1
DB5-g-u,apo_geodock,193,218,1UDI,done,,1.890,1,1,0,0.019000,geodock,-0.677523,0.019000,13.519783,14.325167,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,194,218,1HIA,done,,1.821,1,1,0,0.040000,geodock,-0.813469,0.040000,7.499251,11.970498,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,195,218,1EFN,done,,1.170,1,1,0,0.026000,geodock,-0.761171,0.026000,14.406861,13.648338,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,196,218,1AHW,done,,3.595,1,1,0,0.015000,geodock,-0.872980,0.015000,18.514847,19.588797,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,197,218,2FD6,done,,4.005,1,1,0,0.008000,geodock,-0.720828,0.008000,25.865837,25.468294,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,198,218,2C0L,done,,2.308,1,1,0,0.015000,geodock,-0.749538,0.015000,16.061897,15.225885,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,199,218,1OFU,done,,3.215,1,1,0,0.022000,geodock,-0.682517,0.022000,20.605413,21.195641,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,200,218,2OUL,done,,2.183,1,1,0,0.082000,geodock,-0.747390,0.082000,10.955850,10.154800,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,201,218,3FN1,done,,1.655,1,1,0,0.016000,geodock,-0.703502,0.016000,13.710929,18.486906,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,202,218,1JZD,done,,3.299,1,1,0,0.012000,geodock,-0.707923,0.012000,20.483938,18.138090,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,203,218,2G77,done,,2.879,1,1,0,0.049000,geodock,-0.638716,0.049000,8.947305,11.167180,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,204,218,3SE8,done,,4.442,1,1,0,0.007000,geodock,-0.652282,0.007000,28.790951,22.055342,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,205,218,1E96,done,,2.316,1,1,0,0.033000,geodock,-0.659944,0.033000,12.549208,18.600687,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,206,218,2BTF,done,,2.861,1,1,1,0.395000,geodock,-0.748135,0.395000,1.603691,2.325649,acceptable,1,1,1,1,1
DB5-g-u,apo_geodock,207,218,2HQS,done,,2.678,1,1,0,0.009000,geodock,-0.757674,0.009000,22.212284,21.333332,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,208,218,5WK3,done,,2.986,1,1,0,0.005000,geodock,-0.739975,0.005000,32.375004,23.803600,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,209,218,1R6Q,done,,1.628,1,1,0,0.011000,geodock,-0.616149,0.011000,13.007830,19.337767,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,210,218,1R0R,done,,1.954,1,1,0,0.029000,geodock,-0.721017,0.029000,10.351646,9.663303,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,211,218,1R8S,done,,2.234,1,1,1,0.275000,geodock,-0.643751,0.275000,3.215296,3.443828,acceptable,1,1,1,1,1
DB5-g-u,apo_geodock,212,218,1FCC,done,,2.813,1,1,0,0.014000,geodock,-0.797577,0.014000,16.890451,14.609130,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,213,218,3G6D,done,,3.385,1,1,0,0.009000,geodock,-0.710438,0.009000,24.985804,20.662048,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,214,218,1ZM4,done,,6.004,1,1,0,0.005000,geodock,-0.793488,0.005000,28.787746,25.561266,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,215,218,1XU1,done,,2.880,1,1,0,0.009000,geodock,-0.770974,0.009000,19.380686,16.136244,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,216,218,1KKL,done,,3.405,1,1,0,0.221000,geodock,-0.648299,0.221000,4.934182,3.102234,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,217,218,1FQJ,done,,2.668,1,1,0,0.044000,geodock,-0.683592,0.044000,6.633473,9.750911,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,218,218,2B4J,done,,2.196,1,1,0,0.008000,geodock,-0.733387,0.008000,26.175863,23.353720,unacceptable,0,0,0,0,0
