target_id,identification,round,target,interface,p_id,p_type,p_rank,name,uid,model,e,nclash,threshold,fnat,fnonnat,f1,dockq,lrms,irms,srms,ia,dL,thetaL,nchain,(ligand_coverage/receptor_coverage),fIR_L,fIR_R,fOP_L,fOP_R,mrms_L,mrms_R,classification,main_classification,stars,clashes,low_id,md5
T47.1,T47_S15.M06,23,47,1,S15,S,15,Fernandez-Recio,59,6,0,4,73,0.5000,0.4909,0.5045,0.5950,4.7244,1.4381,2.4858,1649.9,4.28,11.29,0,(89/79),0.8148,0.8696,0.2143,0.0476,0.8995,0.9940,medium,medium,2,0,0,d534fa1fb20e360cfd3563a86e50c081
T47.1,T47_S15.M07,23,47,1,S15,S,15,Fernandez-Recio,59,7,0,3,73,0.4286,0.5789,0.4248,0.5409,4.2242,1.8673,2.9356,1655.2,3.27,13.84,0,(89/79),0.7407,0.8261,0.2000,0.0952,1.2697,0.9470,medium,medium,2,0,0,db701b2cd52ce955cfa8640947fb08dd
T47.1,T47_S15.M08,23,47,1,S15,S,15,Fernandez-Recio,59,8,0,6,73,0.5536,0.4259,0.5637,0.6061,4.7652,1.4886,2.5115,1631.7,4.12,14.03,0,(89/79),0.7778,0.8696,0.1923,0.0909,0.9208,0.9998,medium,medium,2,0,0,f791637eb0894d34dad4f75c1b5a6c46
T47.1,T47_S15.M09,23,47,1,S15,S,15,Fernandez-Recio,59,9,0,7,73,0.7500,0.2222,0.7636,0.8756,0.9280,0.5310,1.6732,1643.5,0.70,3.10,0,(89/98),0.8519,0.9130,0.0417,0.1600,0.3917,0.4667,high,high,3,0,0,679cdead75b59fdf352fa05b1d086310
T47.1,T47_S15.M10,23,47,1,S15,S,15,Fernandez-Recio,59,10,0,5,73,0.5536,0.4561,0.5487,0.6082,4.5620,1.5160,2.5339,1662.4,4.03,12.14,0,(89/79),0.7778,0.8261,0.1923,0.0952,0.9686,1.0636,medium,medium,2,0,0,a6900a5d561007801df12b615964e334
T47.1,T47_S18.M01,23,47,1,S18,S,18,Haliloglu,180,1,0,118,73,0.1250,0.8627,0.1309,0.1188,16.6893,9.2964,10.0921,1273.7,3.07,122.59,0,(89/98),0.7037,0.7391,0.1364,0.0556,0.3925,0.5465,incorrect,incorrect,0,1,0,7354f42047a1754993d47e19520e85cc
T47.1,T47_S18.M02,23,47,1,S18,S,18,Haliloglu,180,2,0,15,73,0.0000,1.0000,0.0000,0.0217,37.3884,11.7642,12.8716,1223.8,34.06,178.58,0,(89/89),0.2222,0.0870,0.6842,0.9091,0.3917,0.4618,incorrect,incorrect,0,0,0,df428cb7129f077bf9e0624e94717fbe
T47.1,T47_S18.M03,23,47,1,S18,S,18,Haliloglu,180,3,0,81,73,0.1964,0.8167,0.1896,0.1557,15.9277,6.6023,7.4206,1358.1,11.07,81.83,0,(89/98),0.6296,0.6522,0.2609,0.2500,0.3925,0.5465,incorrect,incorrect,0,1,0,30aa1019303cd3d412fb81edf3c59844
T47.1,T47_S18.M04,23,47,1,S18,S,18,Haliloglu,180,4,0,40,73,0.0893,0.9057,0.0917,0.0718,26.7711,7.9441,8.8488,1503.1,22.29,109.09,0,(88/100),0.7407,0.3913,0.2308,0.5714,0.3912,0.5459,incorrect,incorrect,0,0,0,d492037af620725265c0178830ab25f2
T47.1,T47_S18.M05,23,47,1,S18,S,18,Haliloglu,180,5,0,51,73,0.1071,0.8750,0.1154,0.1032,17.9229,10.8334,11.8197,1234.8,6.56,142.68,0,(89/98),0.4444,0.6522,0.3333,0.1176,0.3919,0.5465,incorrect,incorrect,0,0,0,84d99498fab12df9e2fd448bc84816a7
T47.1,T47_S18.M06,23,47,1,S18,S,18,Haliloglu,180,6,0,19,73,0.8036,0.2105,0.7965,0.8924,0.9941,0.5350,1.7270,1591.0,0.66,3.99,0,(89/89),0.8889,0.9565,0.0000,0.0435,0.3916,0.4618,high,high,3,0,0,027cbf37a490e3763b26abe3bfa1a707
T47.1,T47_S18.M07,23,47,1,S18,S,18,Haliloglu,180,7,0,70,73,0.1250,0.8108,0.1505,0.0983,20.2330,10.5570,11.3746,828.9,8.97,145.80,0,(89/98),0.4444,0.4783,0.0769,0.0000,0.3909,0.5465,incorrect,incorrect,0,0,0,e17ebd8ac62953de5a339b90811d44ff
T47.1,T47_S18.M08,23,47,1,S18,S,18,Haliloglu,180,8,0,23,73,0.1607,0.7907,0.1818,0.0913,26.6765,10.2253,11.1073,1370.1,20.60,178.74,0,(88/100),0.6667,0.3913,0.1000,0.5263,0.3913,0.5459,incorrect,incorrect,0,0,0,0ee7d911bf6e895298e37a4304b3da74
T47.1,T47_S18.M09,23,47,1,S18,S,18,Haliloglu,180,9,0,30,73,0.0893,0.8958,0.0962,0.0678,28.3883,8.2630,9.2121,1439.1,23.68,117.63,0,(88/100),0.7778,0.3913,0.1250,0.6250,0.3913,0.5459,incorrect,incorrect,0,0,0,397a8a508643f1089f0f844d2d1fc9c7
T47.1,T47_S18.M10,23,47,1,S18,S,18,Haliloglu,180,10,0,123,73,0.1607,0.8269,0.1667,0.1402,15.5793,8.4600,9.4232,1148.5,6.07,109.37,0,(89/98),0.4444,0.6087,0.3333,0.1765,0.3913,0.5465,incorrect,incorrect,0,1,0,5f900fc9f2d0afec41ba17638ecec286
T47.1,T47_S19.M01,23,47,1,S19,S,19,Korkin,235,1,0,18,73,0.7679,0.2712,0.7478,0.8198,1.8129,0.9005,1.9660,1740.6,1.03,8.08,0,(89/98),0.8889,0.9130,0.1111,0.0870,0.5557,0.7524,high,high,3,0,0,004a223c5a09711e0b6d125264d1e731
T47.1,T47_S19.M02,23,47,1,S19,S,19,Korkin,235,2,0,5,73,0.5179,0.5000,0.5088,0.6075,4.5261,1.4250,2.4361,1668.5,4.08,10.84,0,(89/79),0.7778,0.8696,0.2222,0.0909,0.9687,0.9881,medium,medium,2,0,0,0f50e45bf2e14eb1cdf7c047131ecc1b
T47.1,T47_S19.M03,23,47,1,S19,S,19,Korkin,235,3,0,4,73,0.5000,0.4615,0.5185,0.6078,4.4784,1.3828,2.4549,1556.9,4.02,11.03,0,(89/79),0.7778,0.8261,0.2222,0.0952,0.9218,0.9682,medium,medium,2,0,0,10566f15ff7e0019f5f4fb71b8b0221d
T47.1,T47_S19.M04,23,47,1,S19,S,19,Korkin,235,4,0,7,73,0.5357,0.4915,0.5217,0.6166,4.4838,1.4078,2.4396,1668.9,4.03,10.84,0,(89/79),0.7778,0.8696,0.2222,0.0909,0.9576,0.9829,medium,medium,2,0,0,c29a3cdae8f5388945690819cf91186e
T47.1,T47_S19.M05,23,47,1,S19,S,19,Korkin,235,5,0,15,73,0.8036,0.1667,0.8182,0.7894,2.1806,1.1583,2.2753,1716.4,1.44,9.86,0,(89/98),0.8519,0.9130,0.0800,0.1923,0.6408,0.9356,medium,medium,2,0,0,4f97559668a597baa27aa067636efcfd
T47.1,T47_S19.M06,23,47,1,S19,S,19,Korkin,235,6,0,15,73,0.7321,0.3788,0.6721,0.7422,2.0303,1.3614,2.2329,1886.3,1.00,9.04,0,(89/98),0.9259,0.9130,0.0741,0.2222,0.9668,0.7688,medium,medium,2,0,0,f22c2c4ca253f235fab990b03f30ccd6
T47.1,T47_S19.M07,23,47,1,S19,S,19,Korkin,235,7,0,13,73,0.7857,0.3125,0.7333,0.8423,1.6482,0.8028,1.9159,1799.9,0.84,7.78,0,(89/98),0.9259,0.9565,0.0385,0.1538,0.5663,0.7666,high,high,3,0,0,2733ff1cc24169f04fb9c2e86a5baa1d
T47.1,T47_S19.M08,23,47,1,S19,S,19,Korkin,235,8,0,10,73,0.4821,0.5091,0.4865,0.5915,4.8973,1.3800,2.4228,1592.4,4.43,12.07,0,(89/79),0.7778,0.8261,0.2222,0.0952,0.7797,0.9787,medium,medium,2,0,0,569ccca8afd7d65234687e7f4758e048
T47.1,T47_S19.M09,23,47,1,S19,S,19,Korkin,235,9,0,3,73,0.5179,0.4314,0.5421,0.6003,4.7127,1.4463,2.4935,1593.4,4.09,13.83,0,(89/79),0.7778,0.8696,0.2222,0.0909,0.8588,1.0077,medium,medium,2,0,0,ab80a56f840620ee262ff7dc3c7848b7
T47.1,T47_S19.M10,23,47,1,S19,S,19,Korkin,235,10,0,6,73,0.7321,0.2679,0.7321,0.8096,1.7385,0.8962,1.9807,1549.0,0.87,8.26,0,(89/100),0.8519,0.9565,0.0000,0.0833,0.3917,0.4595,high,high,3,0,0,f03ac15211baf0d480aa34b6cbd15016
T47.1,T47_S20.M01,23,47,1,S20,S,20,Camacho,95,1,0,20,73,0.8036,0.2969,0.7500,0.8550,1.0609,0.8044,1.8781,1796.3,0.21,5.19,0,(89/98),0.9259,1.0000,0.0385,0.1154,0.6134,0.6924,high,high,3,0,0,13228c28c74b7b10ed0b9ebca9cb26ad
T47.1,T47_S20.M02,23,47,1,S20,S,20,Camacho,95,2,0,20,73,0.7679,0.3065,0.7288,0.8228,1.5626,0.9050,2.1218,1761.8,0.75,7.01,0,(89/98),0.9259,0.9130,0.1071,0.1250,0.6256,0.8355,high,high,3,0,0,68518128b6474224c6a7a0d94052541f
T47.1,T47_S20.M03,23,47,1,S20,S,20,Camacho,95,3,0,18,73,0.8393,0.2985,0.7642,0.8583,1.7234,0.8082,1.8500,1817.2,0.72,8.64,0,(89/98),0.9630,0.9565,0.0370,0.1538,0.5978,0.6615,high,high,3,0,0,53760514fab74de73a763e9c6c02e979
T47.1,T47_S20.M04,23,47,1,S20,S,20,Camacho,95,4,0,19,73,0.7857,0.2667,0.7586,0.7529,2.1238,1.4073,2.1228,1721.2,0.99,9.60,0,(89/98),0.8889,0.9130,0.0769,0.1250,1.0197,0.7465,medium,medium,2,0,0,09531fa3ba74fe0448380c7dfac55700
T47.1,T47_S20.M05,23,47,1,S20,S,20,Camacho,95,5,0,18,73,0.8750,0.3194,0.7657,0.8723,1.1775,0.8410,2.0737,1819.7,0.26,5.65,0,(89/98),0.8889,0.9565,0.0769,0.1200,0.6338,0.7240,high,high,3,0,0,8c335e88886711caaf47ff24c910ba07
T47.1,T47_S20.M06,23,47,1,S20,S,20,Camacho,95,6,0,18,73,0.7679,0.2712,0.7478,0.8198,1.8129,0.9005,1.9660,1740.6,1.03,8.08,0,(89/98),0.8889,0.9130,0.1111,0.0870,0.5557,0.7524,high,high,3,0,0,004a223c5a09711e0b6d125264d1e731
T47.1,T47_S20.M07,23,47,1,S20,S,20,Camacho,95,7,0,17,73,0.8393,0.2419,0.7966,0.8387,1.8928,0.9258,1.7770,1795.0,1.09,8.69,0,(89/98),0.9630,0.9565,0.0370,0.0833,0.5636,0.7522,high,high,3,0,0,d47bf266b5ce39ffd675f04e517b0d53
T47.1,T47_S20.M08,23,47,1,S20,S,20,Camacho,95,8,0,19,73,0.8393,0.2540,0.7899,0.8426,1.6286,0.9264,1.9414,1705.3,1.34,3.57,0,(89/98),0.9259,0.9130,0.0385,0.1250,0.6852,1.0038,high,high,3,0,0,9b74d6d0028f199f494e6472848e35f2
T47.1,T47_S20.M09,23,47,1,S20,S,20,Camacho,95,9,0,18,73,0.8393,0.2769,0.7769,0.8647,1.4337,0.7907,1.8689,1732.2,0.41,7.11,0,(89/98),0.9259,0.8696,0.0385,0.1304,0.7499,0.5808,high,high,3,0,0,7e36c23a2097bee67302db16ff25e8a0
T47.1,T47_S20.M10,23,47,1,S20,S,20,Camacho,95,10,0,17,73,0.8036,0.2857,0.7563,0.8504,1.4483,0.8062,1.8893,1725.3,0.52,7.02,0,(89/98),0.8148,1.0000,0.0435,0.0800,0.6351,0.7728,high,high,3,0,0,34daed33f0e4d0e7b091fe73e99b8f81
T47.1,T47_S21.M01,23,47,1,S21,S,21,Umeyama,236,1,0,12,73,0.8214,0.2333,0.7931,0.8770,1.3842,0.6660,1.8525,1569.2,0.54,6.77,0,(89/89),0.9259,0.9565,0.0000,0.0435,0.5340,0.5002,high,high,3,0,0,a56076c2fececcbef76192acbd0c12a6
T47.1,T47_S21.M02,23,47,1,S21,S,21,Umeyama,236,2,0,4,73,0.6964,0.3036,0.6964,0.8121,1.3304,0.8342,2.3820,1566.8,0.36,6.88,0,(89/99),0.9259,0.9130,0.0385,0.0870,0.3912,0.4921,high,high,3,0,0,ba28739983c73b657f40c9b4e27aa679
T47.1,T47_S21.M03,23,47,1,S21,S,21,Umeyama,236,3,0,15,73,0.8571,0.2131,0.8205,0.8330,2.2676,0.9628,1.9835,1602.7,1.24,10.66,0,(89/89),0.8889,0.9565,0.0000,0.0833,0.5247,0.5215,high,high,3,0,0,0854065f72d9cea2f259fa1a6c1994e6
T47.1,T47_S21.M04,23,47,1,S21,S,21,Umeyama,236,4,0,19,73,0.8393,0.2985,0.7642,0.8349,1.7237,0.9705,1.9077,1791.5,0.38,8.93,0,(89/98),0.9630,0.9565,0.0714,0.1200,0.5756,0.6248,high,high,3,0,0,7cf7e6db1b1bdc3acfc87a791fdf4255
T47.1,T47_S21.M05,23,47,1,S21,S,21,Umeyama,236,5,0,16,73,0.8036,0.3182,0.7377,0.8406,1.4147,0.8772,2.0105,1824.6,0.26,7.20,0,(89/98),0.9259,1.0000,0.0385,0.1154,0.5667,0.7314,high,high,3,0,0,3a97d9121f6682c1e57b7739f7286cf6
T47.1,T47_S21.M06,23,47,1,S21,S,21,Umeyama,236,6,0,14,73,0.8036,0.1964,0.8036,0.7544,3.8890,1.1430,2.0457,1519.5,2.90,14.36,0,(89/89),0.8519,0.9130,0.0000,0.0455,0.5247,0.5236,medium,medium,2,0,0,8527d528bee9a05282372a5104ea1789
T47.1,T47_S21.M07,23,47,1,S21,S,21,Umeyama,236,7,0,18,73,0.8393,0.2985,0.7642,0.8583,1.7234,0.8082,1.8500,1817.2,0.72,8.64,0,(89/98),0.9630,0.9565,0.0370,0.1538,0.5978,0.6615,high,high,3,0,0,53760514fab74de73a763e9c6c02e979
T47.1,T47_S21.M08,23,47,1,S21,S,21,Umeyama,236,8,0,12,73,0.8214,0.2333,0.7931,0.8133,2.7284,0.9541,1.9930,1618.2,1.86,10.99,0,(89/89),0.8889,0.9565,0.0000,0.0833,0.5361,0.4874,high,high,3,0,0,65b230c933148926ebacbb8e8a507dd9
