target_index,target_total,target,model_order,pdb_model_id,csv_model,pdb_id,score,predicted_fnat,dockq,fnat,lrms,irms,classification,identification
26,113,S-T071.1,85,298,5,S-T071.1_model_84,0.934,0.934,0.0205,0.0,53.7395,7.6466,incorrect,T71_S21.M05
26,113,S-T071.1,86,299,6,S-T071.1_model_85,0.771,0.771,0.0291,0.0,43.5959,6.4964,incorrect,T71_S21.M06
26,113,S-T071.1,87,300,7,S-T071.1_model_86,1.635,1.635,0.0218,0.0,46.0292,8.207,incorrect,T71_S21.M07
26,113,S-T071.1,88,301,8,S-T071.1_model_87,0.344,0.344,0.019,0.0,48.9601,8.857,incorrect,T71_S21.M08
26,113,S-T071.1,89,302,9,S-T071.1_model_88,1.406,1.406,0.0251,0.0,43.5789,7.4836,incorrect,T71_S21.M09
26,113,S-T071.1,90,303,10,S-T071.1_model_89,1.661,1.661,0.0182,0.0,47.1569,9.7726,incorrect,T71_S21.M10
26,113,S-T071.1,91,304,1,S-T071.1_model_90,0.056,0.056,0.0108,0.0,53.8432,16.6629,incorrect,T71_S23.M01
26,113,S-T071.1,92,305,2,S-T071.1_model_91,0.719,0.719,0.0108,0.0,53.8432,16.6629,incorrect,T71_S23.M02
26,113,S-T071.1,93,306,3,S-T071.1_model_92,0.719,0.719,0.0108,0.0,53.8432,16.6629,incorrect,T71_S23.M03
26,113,S-T071.1,94,307,4,S-T071.1_model_93,0.694,0.694,0.0076,0.0,69.6508,16.4812,incorrect,T71_S23.M04
26,113,S-T071.1,95,308,5,S-T071.1_model_94,0.694,0.694,0.0076,0.0,69.6508,16.4812,incorrect,T71_S23.M05
26,113,S-T071.1,96,309,6,S-T071.1_model_95,1.907,1.907,0.0089,0.0,65.8293,14.765,incorrect,T71_S23.M06
26,113,S-T071.1,97,310,7,S-T071.1_model_96,1.021,1.021,0.0127,0.0,62.0562,10.5813,incorrect,T71_S23.M07
26,113,S-T071.1,98,311,8,S-T071.1_model_97,1.834,1.834,0.0089,0.0,65.6685,14.6894,incorrect,T71_S23.M08
26,113,S-T071.1,99,312,9,S-T071.1_model_98,0.072,0.072,0.0285,0.0,29.4899,16.0297,incorrect,T71_S23.M09
26,113,S-T071.1,100,313,10,S-T071.1_model_99,0.095,0.095,0.0298,0.0,28.6735,16.1224,incorrect,T71_S23.M10
26,113,S-T071.1,101,314,1,S-T071.1_model_100,0.096,0.096,0.0214,0.0,42.7993,9.1443,incorrect,T71_S24.M01
26,113,S-T071.1,102,315,2,S-T071.1_model_101,0.591,0.591,0.0668,0.0,25.6918,4.4537,incorrect,T71_S24.M02
26,113,S-T071.1,103,316,3,S-T071.1_model_102,0.594,0.594,0.0668,0.0,25.7018,4.455,incorrect,T71_S24.M03
26,113,S-T071.1,104,317,4,S-T071.1_model_103,0.401,0.401,0.0132,0.0,60.3724,10.4835,incorrect,T71_S24.M04
26,113,S-T071.1,105,318,5,S-T071.1_model_104,0.68,0.68,0.0214,0.0,42.8132,9.1286,incorrect,T71_S24.M05
26,113,S-T071.1,106,319,6,S-T071.1_model_105,2.087,2.087,0.0577,0.0893,40.7251,7.1685,incorrect,T71_S24.M06
26,113,S-T071.1,107,320,7,S-T071.1_model_106,0.675,0.675,0.0214,0.0,42.7909,9.1267,incorrect,T71_S24.M07
26,113,S-T071.1,108,321,8,S-T071.1_model_107,1.01,1.01,0.1009,0.125,21.6387,6.9933,incorrect,T71_S24.M08
26,113,S-T071.1,109,322,9,S-T071.1_model_108,0.974,0.974,0.0193,0.0,41.6831,11.0795,incorrect,T71_S24.M09
26,113,S-T071.1,110,323,10,S-T071.1_model_109,-1000000000.0,-1000000000.0,0.0428,0.0,24.1459,11.0264,incorrect,T71_S24.M10
26,113,S-T071.1,111,324,1,S-T071.1_model_110,1.31,1.31,0.0468,0.0,24.4307,8.1851,incorrect,T71_S28.M01
26,113,S-T071.1,112,325,1,S-T071.1_model_111,0.06,0.06,0.0094,0.0,66.9478,13.4482,incorrect,T71_S31.M01
26,113,S-T071.1,113,326,2,S-T071.1_model_112,1.18,1.18,0.0081,0.0,69.6029,15.1727,incorrect,T71_S31.M02
26,113,S-T071.1,114,327,3,S-T071.1_model_113,1.115,1.115,0.0127,0.0,62.0455,10.5953,incorrect,T71_S31.M03
26,113,S-T071.1,115,328,4,S-T071.1_model_114,0.882,0.882,0.0233,0.0,50.3093,7.1423,incorrect,T71_S31.M04
26,113,S-T071.1,116,329,5,S-T071.1_model_115,0.584,0.584,0.0115,0.0,57.5933,13.0286,incorrect,T71_S31.M05
26,113,S-T071.1,117,330,6,S-T071.1_model_116,0.694,0.694,0.0441,0.0,24.4936,9.378,incorrect,T71_S31.M06
26,113,S-T071.1,118,331,7,S-T071.1_model_117,0.621,0.621,0.0238,0.0,52.5625,6.8465,incorrect,T71_S31.M07
26,113,S-T071.1,119,332,8,S-T071.1_model_118,0.888,0.888,0.0076,0.0,69.7092,16.5344,incorrect,T71_S31.M08
26,113,S-T071.1,120,333,9,S-T071.1_model_119,0.951,0.951,0.008,0.0,70.0829,15.2522,incorrect,T71_S31.M09
26,113,S-T071.1,121,334,10,S-T071.1_model_120,0.512,0.512,0.0215,0.0,50.5112,7.6526,incorrect,T71_S31.M10
26,113,S-T071.1,122,335,1,S-T071.1_model_121,0.617,0.617,0.0896,0.0851,20.048,8.3425,incorrect,T71_S32.M01
26,113,S-T071.1,123,336,2,S-T071.1_model_122,0.238,0.238,0.0548,0.0,22.1906,7.7228,incorrect,T71_S32.M02
26,113,S-T071.1,124,337,3,S-T071.1_model_123,0.471,0.471,0.0627,0.0179,20.6526,9.275,incorrect,T71_S32.M03
26,113,S-T071.1,125,338,4,S-T071.1_model_124,1.132,1.132,0.1914,0.2979,27.2548,3.1218,acceptable,T71_S32.M04
26,113,S-T071.1,126,339,5,S-T071.1_model_125,1.298,1.298,0.088,0.0851,20.1067,8.9346,incorrect,T71_S32.M05
26,113,S-T071.1,127,340,6,S-T071.1_model_126,0.16,0.16,0.0392,0.0,27.6309,8.3818,incorrect,T71_S32.M06
26,113,S-T071.1,128,341,7,S-T071.1_model_127,0.233,0.233,0.0614,0.0179,21.0275,9.2011,incorrect,T71_S32.M07
26,113,S-T071.1,129,342,8,S-T071.1_model_128,0.485,0.485,0.0724,0.0179,19.3521,7.604,incorrect,T71_S32.M08
26,113,S-T071.1,130,343,9,S-T071.1_model_129,0.069,0.069,0.0218,0.0,45.3224,8.3333,incorrect,T71_S32.M09
26,113,S-T071.1,131,344,10,S-T071.1_model_130,1.135,1.135,0.0174,0.0,50.1584,9.4811,incorrect,T71_S32.M10
27,113,S-T071.2,1,214,1,S-T071.2_model_0,0.037,0.037,0.0463,0.1081,56.6324,15.9732,incorrect,T71_S01.M01
27,113,S-T071.2,2,215,2,S-T071.2_model_1,1.217,1.217,0.0586,0.0,19.0538,15.1112,incorrect,T71_S01.M02
27,113,S-T071.2,3,216,3,S-T071.2_model_2,0.435,0.435,0.0132,0.0,46.8745,16.9406,incorrect,T71_S01.M03
27,113,S-T071.2,4,217,4,S-T071.2_model_3,1.122,1.122,0.0555,0.0,19.6937,15.2315,incorrect,T71_S01.M04
27,113,S-T071.2,5,218,5,S-T071.2_model_4,1.501,1.501,0.0125,0.0,50.8637,14.7094,incorrect,T71_S01.M05
27,113,S-T071.2,6,219,6,S-T071.2_model_5,1.567,1.567,0.0565,0.0,19.4966,15.2007,incorrect,T71_S01.M06
27,113,S-T071.2,7,220,7,S-T071.2_model_6,1.404,1.404,0.0552,0.0,19.7722,15.2553,incorrect,T71_S01.M07
27,113,S-T071.2,8,221,8,S-T071.2_model_7,1.427,1.427,0.0552,0.0,19.7633,15.2001,incorrect,T71_S01.M08
27,113,S-T071.2,9,222,9,S-T071.2_model_8,0.509,0.509,0.0127,0.0,48.4714,16.3704,incorrect,T71_S01.M09
27,113,S-T071.2,10,223,10,S-T071.2_model_9,0.611,0.611,0.0122,0.0,52.052,14.5097,incorrect,T71_S01.M10
27,113,S-T071.2,11,224,1,S-T071.2_model_10,-0.004,-0.004,0.0463,0.1081,56.4729,16.1836,incorrect,T71_S07.M01
27,113,S-T071.2,12,225,2,S-T071.2_model_11,0.864,0.864,0.0118,0.0,50.5591,16.6635,incorrect,T71_S07.M02
27,113,S-T071.2,13,226,3,S-T071.2_model_12,0.83,0.83,0.0147,0.0,44.6466,15.5433,incorrect,T71_S07.M03
27,113,S-T071.2,14,227,4,S-T071.2_model_13,0.77,0.77,0.0102,0.0,54.1037,18.5896,incorrect,T71_S07.M04
27,113,S-T071.2,15,228,5,S-T071.2_model_14,0.621,0.621,0.0124,0.0,50.8976,14.7722,incorrect,T71_S07.M05
27,113,S-T071.2,16,229,6,S-T071.2_model_15,0.277,0.277,0.0231,0.0,34.8688,12.9044,incorrect,T71_S07.M06
27,113,S-T071.2,17,230,7,S-T071.2_model_16,1.07,1.07,0.0122,0.0,53.5173,13.5366,incorrect,T71_S07.M07
27,113,S-T071.2,18,231,8,S-T071.2_model_17,1.918,1.918,0.0544,0.0,19.9606,15.1414,incorrect,T71_S07.M08
27,113,S-T071.2,19,232,9,S-T071.2_model_18,1.204,1.204,0.0146,0.0,47.1302,13.5184,incorrect,T71_S07.M09
27,113,S-T071.2,20,233,10,S-T071.2_model_19,0.558,0.558,0.024,0.0,32.9423,15.1864,incorrect,T71_S07.M10
27,113,S-T071.2,21,234,1,S-T071.2_model_20,0.099,0.099,0.0125,0.0,50.8492,14.6561,incorrect,T71_S08.M01
27,113,S-T071.2,22,235,2,S-T071.2_model_21,0.067,0.067,0.0133,0.0,46.7708,16.7547,incorrect,T71_S08.M02
27,113,S-T071.2,23,236,3,S-T071.2_model_22,1.15,1.15,0.0177,0.0,39.7672,15.2881,incorrect,T71_S08.M03
27,113,S-T071.2,24,237,4,S-T071.2_model_23,1.5,1.5,0.0129,0.0,52.1489,13.1037,incorrect,T71_S08.M04
27,113,S-T071.2,25,238,5,S-T071.2_model_24,0.633,0.633,0.0167,0.0,42.7435,13.4931,incorrect,T71_S08.M05
27,113,S-T071.2,26,239,6,S-T071.2_model_25,0.39,0.39,0.0097,0.0,56.0215,18.2983,incorrect,T71_S08.M06
27,113,S-T071.2,27,240,7,S-T071.2_model_26,0.846,0.846,0.0123,0.0,48.5539,17.7514,incorrect,T71_S08.M07
27,113,S-T071.2,28,241,8,S-T071.2_model_27,0.999,0.999,0.0167,0.0,40.4085,17.0818,incorrect,T71_S08.M08
27,113,S-T071.2,29,242,9,S-T071.2_model_28,1.503,1.503,0.0467,0.1081,55.2828,15.8481,incorrect,T71_S08.M09
27,113,S-T071.2,30,243,10,S-T071.2_model_29,0.567,0.567,0.0245,0.0,32.6474,15.0161,incorrect,T71_S08.M10
27,113,S-T071.2,31,244,1,S-T071.2_model_30,0.023,0.023,0.0142,0.0,45.4151,16.068,incorrect,T71_S12.M01
27,113,S-T071.2,32,245,2,S-T071.2_model_31,0.922,0.922,0.0114,0.0,52.7669,15.6994,incorrect,T71_S12.M02
27,113,S-T071.2,33,246,3,S-T071.2_model_32,0.826,0.826,0.0192,0.0,38.1388,14.7928,incorrect,T71_S12.M03
27,113,S-T071.2,34,247,4,S-T071.2_model_33,1.086,1.086,0.0586,0.0,20.5089,8.6502,incorrect,T71_S12.M04
27,113,S-T071.2,35,248,5,S-T071.2_model_34,1.316,1.316,0.0125,0.0,52.0356,13.8746,incorrect,T71_S12.M05
27,113,S-T071.2,36,249,6,S-T071.2_model_35,0.827,0.827,0.0142,0.0,47.1307,14.1137,incorrect,T71_S12.M06
27,113,S-T071.2,37,250,7,S-T071.2_model_36,0.283,0.283,0.0142,0.0,47.6441,13.7344,incorrect,T71_S12.M07
27,113,S-T071.2,38,251,8,S-T071.2_model_37,1.527,1.527,0.0109,0.0,54.0805,15.9936,incorrect,T71_S12.M08
27,113,S-T071.2,39,252,9,S-T071.2_model_38,0.738,0.738,0.0511,0.0345,25.556,10.7145,incorrect,T71_S12.M09
27,113,S-T071.2,40,253,10,S-T071.2_model_39,0.982,0.982,0.013,0.0,50.3721,13.9992,incorrect,T71_S12.M10
27,113,S-T071.2,41,254,1,S-T071.2_model_40,-1000000000.0,-1000000000.0,0.0163,0.0,40.0805,19.4098,incorrect,T71_S14.M01
27,113,S-T071.2,42,255,2,S-T071.2_model_41,0.391,0.391,0.0617,0.0,18.4694,14.7911,incorrect,T71_S14.M02
27,113,S-T071.2,43,256,3,S-T071.2_model_42,0.272,0.272,0.0141,0.0,45.1937,16.4282,incorrect,T71_S14.M03
27,113,S-T071.2,44,257,4,S-T071.2_model_43,-1000000000.0,-1000000000.0,0.0139,0.0,44.5975,18.2166,incorrect,T71_S14.M04
27,113,S-T071.2,45,258,5,S-T071.2_model_44,-1000000000.0,-1000000000.0,0.0117,0.0,48.1647,21.0887,incorrect,T71_S14.M05
27,113,S-T071.2,46,259,6,S-T071.2_model_45,-1000000000.0,-1000000000.0,0.0145,0.0,42.7368,20.4503,incorrect,T71_S14.M06
27,113,S-T071.2,47,260,7,S-T071.2_model_46,0.802,0.802,0.012,0.0,53.4611,14.0265,incorrect,T71_S14.M07
27,113,S-T071.2,48,261,8,S-T071.2_model_47,0.78,0.78,0.0185,0.0,38.3667,15.9406,incorrect,T71_S14.M08
27,113,S-T071.2,49,262,9,S-T071.2_model_48,1.442,1.442,0.055,0.0,19.7774,15.5849,incorrect,T71_S14.M09
27,113,S-T071.2,50,263,10,S-T071.2_model_49,0.492,0.492,0.0123,0.0,48.0285,18.6369,incorrect,T71_S14.M10
27,113,S-T071.2,51,264,1,S-T071.2_model_50,0.144,0.144,0.0119,0.0,52.0243,15.064,incorrect,T71_S17.M01
27,113,S-T071.2,52,265,2,S-T071.2_model_51,0.363,0.363,0.0463,0.1081,56.6154,15.9647,incorrect,T71_S17.M02
27,113,S-T071.2,53,266,3,S-T071.2_model_52,0.35,0.35,0.0131,0.0,47.0478,17.0145,incorrect,T71_S17.M03
27,113,S-T071.2,54,267,4,S-T071.2_model_53,1.509,1.509,0.0533,0.0,20.2147,15.2778,incorrect,T71_S17.M04
27,113,S-T071.2,55,268,5,S-T071.2_model_54,0.022,0.022,0.0113,0.0,52.1132,16.8596,incorrect,T71_S17.M05
27,113,S-T071.2,56,269,6,S-T071.2_model_55,1.525,1.525,0.0128,0.0,52.4845,13.1648,incorrect,T71_S17.M06
27,113,S-T071.2,57,270,7,S-T071.2_model_56,1.863,1.863,0.0575,0.0,19.2895,15.082,incorrect,T71_S17.M07
27,113,S-T071.2,58,271,8,S-T071.2_model_57,1.423,1.423,0.0124,0.0,51.0808,14.7236,incorrect,T71_S17.M08
27,113,S-T071.2,59,272,9,S-T071.2_model_58,1.872,1.872,0.0561,0.0,19.578,15.0987,incorrect,T71_S17.M09
27,113,S-T071.2,60,273,10,S-T071.2_model_59,0.37,0.37,0.0217,0.0,36.1813,13.2392,incorrect,T71_S17.M10
27,113,S-T071.2,61,274,1,S-T071.2_model_60,1.788,1.788,0.0547,0.0,19.8912,15.1674,incorrect,T71_S19.M01
27,113,S-T071.2,62,275,2,S-T071.2_model_61,1.95,1.95,0.0553,0.0,19.7518,15.1916,incorrect,T71_S19.M02
27,113,S-T071.2,63,276,3,S-T071.2_model_62,2.074,2.074,0.0555,0.0,19.7174,15.1363,incorrect,T71_S19.M03
27,113,S-T071.2,64,277,4,S-T071.2_model_63,1.788,1.788,0.0548,0.0,19.8592,15.1632,incorrect,T71_S19.M04
27,113,S-T071.2,65,278,5,S-T071.2_model_64,0.532,0.532,0.056,0.0,19.6093,15.1229,incorrect,T71_S19.M05
27,113,S-T071.2,66,279,6,S-T071.2_model_65,1.926,1.926,0.0554,0.0,19.7417,15.1865,incorrect,T71_S19.M06
27,113,S-T071.2,67,280,7,S-T071.2_model_66,1.837,1.837,0.0606,0.0,18.66,15.0346,incorrect,T71_S19.M07
27,113,S-T071.2,68,281,8,S-T071.2_model_67,1.892,1.892,0.0551,0.0,19.8012,15.1605,incorrect,T71_S19.M08
27,113,S-T071.2,69,282,9,S-T071.2_model_68,1.533,1.533,0.0558,0.0,19.6378,15.2427,incorrect,T71_S19.M09
27,113,S-T071.2,70,283,10,S-T071.2_model_69,1.821,1.821,0.0554,0.0,19.729,15.2031,incorrect,T71_S19.M10
27,113,S-T071.2,71,284,1,S-T071.2_model_70,0.027,0.027,0.0217,0.0,36.1843,13.1764,incorrect,T71_S20.M01
27,113,S-T071.2,72,285,2,S-T071.2_model_71,-0.001,-0.001,0.02,0.0,38.2702,13.1205,incorrect,T71_S20.M02
27,113,S-T071.2,73,286,3,S-T071.2_model_72,0.009,0.009,0.0113,0.0,53.4433,15.5519,incorrect,T71_S20.M03
27,113,S-T071.2,74,287,4,S-T071.2_model_73,0.09,0.09,0.0104,0.0,56.0583,16.113,incorrect,T71_S20.M04
27,113,S-T071.2,75,288,5,S-T071.2_model_74,0.011,0.011,0.0092,0.0,54.6054,23.9991,incorrect,T71_S20.M05
27,113,S-T071.2,76,289,6,S-T071.2_model_75,0.004,0.004,0.0088,0.0,55.9086,24.4257,incorrect,T71_S20.M06
27,113,S-T071.2,77,290,7,S-T071.2_model_76,1.117,1.117,0.0126,0.0,50.6154,14.5683,incorrect,T71_S20.M07
27,113,S-T071.2,78,291,8,S-T071.2_model_77,0.578,0.578,0.0122,0.0,52.1001,14.5387,incorrect,T71_S20.M08
27,113,S-T071.2,79,292,9,S-T071.2_model_78,1.108,1.108,0.0111,0.0,53.8587,15.8374,incorrect,T71_S20.M09
27,113,S-T071.2,80,293,10,S-T071.2_model_79,0.131,0.131,0.0115,0.0,53.8002,14.8159,incorrect,T71_S20.M10
27,113,S-T071.2,81,294,1,S-T071.2_model_80,1.049,1.049,0.0127,0.0,48.4774,16.5485,incorrect,T71_S21.M01
27,113,S-T071.2,82,295,2,S-T071.2_model_81,0.955,0.955,0.0125,0.0,49.792,15.687,incorrect,T71_S21.M02
27,113,S-T071.2,83,296,3,S-T071.2_model_82,1.053,1.053,0.0121,0.0,50.4593,16.075,incorrect,T71_S21.M03
27,113,S-T071.2,84,297,4,S-T071.2_model_83,1.123,1.123,0.0116,0.0,52.6913,15.3711,incorrect,T71_S21.M04
27,113,S-T071.2,85,298,5,S-T071.2_model_84,0.002,0.002,0.0467,0.0,21.9882,14.7817,incorrect,T71_S21.M05
27,113,S-T071.2,86,299,6,S-T071.2_model_85,1.771,1.771,0.0146,0.0,44.6994,15.8115,incorrect,T71_S21.M06
27,113,S-T071.2,87,300,7,S-T071.2_model_86,0.65,0.65,0.0131,0.0,47.6586,16.2711,incorrect,T71_S21.M07
27,113,S-T071.2,88,301,8,S-T071.2_model_87,0.786,0.786,0.0246,0.0,33.9757,12.136,incorrect,T71_S21.M08
27,113,S-T071.2,89,302,9,S-T071.2_model_88,1.406,1.406,0.0129,0.0,50.4919,14.0649,incorrect,T71_S21.M09
27,113,S-T071.2,90,303,10,S-T071.2_model_89,0.815,0.815,0.014,0.0,45.6193,16.2533,incorrect,T71_S21.M10
27,113,S-T071.2,91,304,1,S-T071.2_model_90,0.721,0.721,0.0151,0.0,42.1121,18.839,incorrect,T71_S23.M01
27,113,S-T071.2,92,305,2,S-T071.2_model_91,0.721,0.721,0.0151,0.0,42.1121,18.839,incorrect,T71_S23.M02
27,113,S-T071.2,93,306,3,S-T071.2_model_92,0.721,0.721,0.0151,0.0,42.1121,18.839,incorrect,T71_S23.M03
27,113,S-T071.2,94,307,4,S-T071.2_model_93,0.822,0.822,0.0285,0.0,29.4349,16.1868,incorrect,T71_S23.M04
27,113,S-T071.2,95,308,5,S-T071.2_model_94,0.086,0.086,0.0285,0.0,29.4349,16.1868,incorrect,T71_S23.M05
27,113,S-T071.2,96,309,6,S-T071.2_model_95,1.907,1.907,0.055,0.0,19.8264,15.2121,incorrect,T71_S23.M06
27,113,S-T071.2,97,310,7,S-T071.2_model_96,1.021,1.021,0.0147,0.0,48.9371,12.2699,incorrect,T71_S23.M07
27,113,S-T071.2,98,311,8,S-T071.2_model_97,1.834,1.834,0.0556,0.0,19.6796,15.1645,incorrect,T71_S23.M08
27,113,S-T071.2,99,312,9,S-T071.2_model_98,2.02,2.02,0.0549,0.0,19.8505,15.1946,incorrect,T71_S23.M09
27,113,S-T071.2,100,313,10,S-T071.2_model_99,1.927,1.927,0.0558,0.0,19.651,15.1341,incorrect,T71_S23.M10
27,113,S-T071.2,101,314,1,S-T071.2_model_100,0.977,0.977,0.0544,0.0,19.8315,16.6258,incorrect,T71_S24.M01
27,113,S-T071.2,102,315,2,S-T071.2_model_101,0.697,0.697,0.016,0.0,42.1685,15.8706,incorrect,T71_S24.M02
27,113,S-T071.2,103,316,3,S-T071.2_model_102,0.461,0.461,0.0127,0.0,46.9894,18.6255,incorrect,T71_S24.M03
27,113,S-T071.2,104,317,4,S-T071.2_model_103,0.401,0.401,0.0235,0.0,32.5774,18.2547,incorrect,T71_S24.M04
27,113,S-T071.2,105,318,5,S-T071.2_model_104,-0.001,-0.001,0.0326,0.0,27.5139,14.3819,incorrect,T71_S24.M05
27,113,S-T071.2,106,319,6,S-T071.2_model_105,0.499,0.499,0.0102,0.0,56.0763,16.52,incorrect,T71_S24.M06
27,113,S-T071.2,107,320,7,S-T071.2_model_106,0.02,0.02,0.011,0.0,53.0703,16.7618,incorrect,T71_S24.M07
27,113,S-T071.2,108,321,8,S-T071.2_model_107,1.01,1.01,0.0096,0.0,54.8339,20.4232,incorrect,T71_S24.M08
27,113,S-T071.2,109,322,9,S-T071.2_model_108,1.058,1.058,0.0591,0.0,18.8899,15.8941,incorrect,T71_S24.M09
27,113,S-T071.2,110,323,10,S-T071.2_model_109,1.018,1.018,0.0548,0.0,19.7462,16.5255,incorrect,T71_S24.M10
27,113,S-T071.2,111,324,1,S-T071.2_model_110,1.931,1.931,0.0149,0.0,43.0316,17.6839,incorrect,T71_S28.M01
27,113,S-T071.2,112,325,1,S-T071.2_model_111,0.526,0.526,0.0111,0.0,54.4156,15.4337,incorrect,T71_S31.M01
27,113,S-T071.2,113,326,2,S-T071.2_model_112,1.173,1.173,0.017,0.0,41.755,14.1398,incorrect,T71_S31.M02
27,113,S-T071.2,114,327,3,S-T071.2_model_113,1.115,1.115,0.0146,0.0,49.0306,12.3425,incorrect,T71_S31.M03
27,113,S-T071.2,115,328,4,S-T071.2_model_114,0.045,0.045,0.016,0.0,43.4903,14.0302,incorrect,T71_S31.M04
27,113,S-T071.2,116,329,5,S-T071.2_model_115,0.605,0.605,0.0576,0.0,19.0996,17.226,incorrect,T71_S31.M05
27,113,S-T071.2,117,330,6,S-T071.2_model_116,0.67,0.67,0.0173,0.0,39.5618,17.0909,incorrect,T71_S31.M06
27,113,S-T071.2,118,331,7,S-T071.2_model_117,0.621,0.621,0.0164,0.0,43.0526,13.7681,incorrect,T71_S31.M07
27,113,S-T071.2,119,332,8,S-T071.2_model_118,0.754,0.754,0.0284,0.0,29.4813,16.2184,incorrect,T71_S31.M08
27,113,S-T071.2,120,333,9,S-T071.2_model_119,1.043,1.043,0.0152,0.0,44.5584,14.4755,incorrect,T71_S31.M09
27,113,S-T071.2,121,334,10,S-T071.2_model_120,0.525,0.525,0.0113,0.0,50.5942,18.4782,incorrect,T71_S31.M10
27,113,S-T071.2,122,335,1,S-T071.2_model_121,0.908,0.908,0.011,0.0,53.8616,15.9655,incorrect,T71_S32.M01
27,113,S-T071.2,123,336,2,S-T071.2_model_122,1.592,1.592,0.0124,0.0,51.0033,14.7777,incorrect,T71_S32.M02
27,113,S-T071.2,124,337,3,S-T071.2_model_123,1.075,1.075,0.0125,0.0,50.9185,14.7292,incorrect,T71_S32.M03
27,113,S-T071.2,125,338,4,S-T071.2_model_124,0.27,0.27,0.0136,0.0,46.7046,15.8475,incorrect,T71_S32.M04
27,113,S-T071.2,126,339,5,S-T071.2_model_125,2.128,2.128,0.0139,0.0,50.2495,12.6324,incorrect,T71_S32.M05
27,113,S-T071.2,127,340,6,S-T071.2_model_126,1.131,1.131,0.0225,0.0,33.3565,18.3022,incorrect,T71_S32.M06
27,113,S-T071.2,128,341,7,S-T071.2_model_127,1.431,1.431,0.0118,0.0,52.5102,14.9152,incorrect,T71_S32.M07
27,113,S-T071.2,129,342,8,S-T071.2_model_128,1.177,1.177,0.0123,0.0,51.266,14.7329,incorrect,T71_S32.M08
27,113,S-T071.2,130,343,9,S-T071.2_model_129,1.004,1.004,0.0133,0.0,47.6052,15.8411,incorrect,T71_S32.M09
27,113,S-T071.2,131,344,10,S-T071.2_model_130,0.363,0.363,0.0205,0.0,37.7195,12.9211,incorrect,T71_S32.M10
28,113,S-T071.3,1,214,1,S-T071.3_model_0,0.008,0.008,0.0379,0.0,29.677,7.5537,incorrect,T71_S01.M01
28,113,S-T071.3,2,215,2,S-T071.3_model_1,1.008,1.008,0.0388,0.0,25.6358,11.29,incorrect,T71_S01.M02
28,113,S-T071.3,3,216,3,S-T071.3_model_2,1.073,1.073,0.0413,0.0,27.119,7.9436,incorrect,T71_S01.M03
28,113,S-T071.3,4,217,4,S-T071.3_model_3,0.531,0.531,0.0545,0.05,28.6959,8.1499,incorrect,T71_S01.M04
28,113,S-T071.3,5,218,5,S-T071.3_model_4,1.55,1.55,0.0552,0.0,23.2496,6.6927,incorrect,T71_S01.M05
28,113,S-T071.3,6,219,6,S-T071.3_model_5,0.626,0.626,0.0627,0.1,36.0675,7.8181,incorrect,T71_S01.M06
28,113,S-T071.3,7,220,7,S-T071.3_model_6,0.483,0.483,0.0736,0.1,27.6749,7.9323,incorrect,T71_S01.M07
28,113,S-T071.3,8,221,8,S-T071.3_model_7,0.66,0.66,0.0545,0.0,20.8527,10.2657,incorrect,T71_S01.M08
28,113,S-T071.3,9,222,9,S-T071.3_model_8,0.51,0.51,0.0352,0.0,29.1898,8.9529,incorrect,T71_S01.M09
28,113,S-T071.3,10,223,10,S-T071.3_model_9,0.315,0.315,0.0518,0.0,24.4344,6.7302,incorrect,T71_S01.M10
28,113,S-T071.3,11,224,1,S-T071.3_model_10,0.115,0.115,0.0411,0.0,27.2758,7.9024,incorrect,T71_S07.M01
28,113,S-T071.3,12,225,2,S-T071.3_model_11,0.866,0.866,0.0445,0.0,24.8216,8.7428,incorrect,T71_S07.M02
28,113,S-T071.3,13,226,3,S-T071.3_model_12,0.426,0.426,0.064,0.0,18.547,10.972,incorrect,T71_S07.M03
28,113,S-T071.3,14,227,4,S-T071.3_model_13,0.499,0.499,0.0369,0.0,28.6568,8.5556,incorrect,T71_S07.M04
28,113,S-T071.3,15,228,5,S-T071.3_model_14,0.621,0.621,0.0276,0.0,33.4838,9.9548,incorrect,T71_S07.M05
28,113,S-T071.3,16,229,6,S-T071.3_model_15,1.339,1.339,0.0612,0.0,22.2195,6.1614,incorrect,T71_S07.M06
28,113,S-T071.3,17,230,7,S-T071.3_model_16,-1000000000.0,-1000000000.0,0.0206,0.0,39.0624,11.5807,incorrect,T71_S07.M07
28,113,S-T071.3,18,231,8,S-T071.3_model_17,0.17,0.17,0.0256,0.0,39.3721,8.2175,incorrect,T71_S07.M08
28,113,S-T071.3,19,232,9,S-T071.3_model_18,0.4,0.4,0.0351,0.0,30.0243,8.3842,incorrect,T71_S07.M09
28,113,S-T071.3,20,233,10,S-T071.3_model_19,1.344,1.344,0.0137,0.0,49.4194,13.4607,incorrect,T71_S07.M10
28,113,S-T071.3,21,234,1,S-T071.3_model_20,1.348,1.348,0.0546,0.0,23.4972,6.6749,incorrect,T71_S08.M01
28,113,S-T071.3,22,235,2,S-T071.3_model_21,0.118,0.118,0.0423,0.0,26.8115,7.8196,incorrect,T71_S08.M02
28,113,S-T071.3,23,236,3,S-T071.3_model_22,1.374,1.374,0.0147,0.0,48.0295,12.7174,incorrect,T71_S08.M03
