target,mdn_rank,model_id,identification,mdn_score,fnat,dockq,classification,n_interface_pairs,score_reason,is_success_fnat_gt_0.3,first_positive_rank_in_target
S-T125.4,4,2149,T125_S16.M06,-0.648027003,0.0,0.0179,incorrect,6159,ok,0,
S-T125.4,5,2097,T125_S09.M04,-0.651042342,0.0,0.0145,incorrect,10104,ok,0,
S-T131.1,1,2302,T131_S23.M03,-1.6961776,0.0,0.0194,incorrect,74083,ok,0,125
S-T131.1,2,2212,T131_S04.M08,-1.69835711,0.0,0.0167,incorrect,76308,ok,0,125
S-T131.1,3,2360,T131_S32.M01,-1.700266,0.0,0.0202,incorrect,80340,ok,0,125
S-T131.1,4,2288,T131_S20.M09,-1.70771194,0.0,0.0194,incorrect,73963,ok,0,125
S-T131.1,5,2227,T131_S08.M05,-1.71139812,0.0,0.0202,incorrect,80332,ok,0,125
S-T132.1,1,2300,T132_S04.M05,-0.630056083,0.2687,0.2639,acceptable,8239,ok,0,11
S-T132.1,2,2403,T132_S23.M08,-0.642384827,0.194,0.2241,acceptable,10095,ok,0,11
S-T132.1,3,2297,T132_S04.M02,-0.651618481,0.2388,0.2439,acceptable,8444,ok,0,11
S-T132.1,4,2299,T132_S04.M04,-0.653004706,0.2537,0.2475,acceptable,7915,ok,0,11
S-T132.1,5,2453,T132_S31.M09,-0.654638469,0.0,0.05,incorrect,8428,ok,0,11
S-T136.3,1,416,T136_S24.M08,-0.687262297,0.0,0.2657,incorrect,5876,ok,0,3
S-T136.3,2,410,T136_S24.M02,-0.688869953,0.2222,0.4981,acceptable,8639,ok,0,3
S-T136.3,3,421,T136_S26.M03,-0.694171607,0.5116,0.4789,acceptable,14925,ok,1,3
S-T136.3,4,429,T136_S30.M01,-0.694235146,0.0444,0.2707,incorrect,8968,ok,0,3
S-T136.3,5,369,T136_S19.M01,-0.695448756,0.1333,0.408,acceptable,7558,ok,0,3
S-T138.1,1,1796,T138_S10.M06,-0.674020231,0.0,0.0067,incorrect,14541,ok,0,
S-T138.1,2,1744,T138_S02.M08,-0.686522484,0.0,0.0047,incorrect,17495,ok,0,
S-T138.1,3,1822,T138_S16.M07,-0.687178254,0.0,0.0096,incorrect,21936,ok,0,
S-T138.1,4,1748,T138_S05.M02,-0.687969863,0.0,0.0024,incorrect,9602,ok,0,
S-T138.1,5,1780,T138_S08.M08,-0.690289855,0.0,0.0021,incorrect,11209,ok,0,
S-T138.2,1,1807,T138_S05.M03,-0.666432321,0.0,0.0026,incorrect,8853,ok,0,
S-T138.2,2,1888,T138_S16.M04,-0.676173389,0.0,0.0018,incorrect,19544,ok,0,
S-T138.2,3,1919,T138_S20.M05,-0.677493036,0.0,0.0018,incorrect,18474,ok,0,
S-T138.2,4,1868,T138_S12.M04,-0.677493155,0.0,0.0018,incorrect,18474,ok,0,
S-T138.2,5,1874,T138_S12.M10,-0.680879831,0.0,0.0055,incorrect,21797,ok,0,
S-T140.1,1,1747,T140_S05.M07,-0.671843529,0.0,0.0497,incorrect,10616,ok,0,8
S-T140.1,2,1780,T140_S08.M10,-0.673059106,0.004,0.0357,incorrect,17775,ok,0,8
S-T140.1,3,1779,T140_S08.M09,-0.673869789,0.0,0.0155,incorrect,10987,ok,0,8
S-T140.1,4,1743,T140_S05.M03,-0.675025821,0.02,0.0323,incorrect,15342,ok,0,8
S-T140.1,5,1789,T140_S09.M09,-0.676003337,0.0,0.0231,incorrect,17844,ok,0,8
S-T141.1,1,1797,T141_S16.M02,-0.66943711,0.0284,0.0359,incorrect,25105,ok,0,21
S-T141.1,2,1853,T141_S25.M08,-0.67201066,0.0,0.0147,incorrect,12311,ok,0,21
S-T141.1,3,1798,T141_S16.M03,-0.672617316,0.0,0.022,incorrect,22365,ok,0,21
S-T141.1,4,1822,T141_S19.M07,-0.674032688,0.0,0.014,incorrect,13442,ok,0,21
S-T141.1,5,1856,T141_S26.M01,-0.6741575,0.0,0.0049,incorrect,4477,ok,0,21
S-T142.1,1,1832,T142_S18.M01,-0.655297279,0.0,0.0168,incorrect,6112,ok,0,2
S-T142.1,2,1772,T142_S07.M07,-0.668723404,0.5714,0.5533,medium,7915,ok,1,2
S-T142.1,3,1763,T142_S06.M08,-0.668723524,0.5714,0.5533,medium,7915,ok,1,2
S-T142.1,4,1770,T142_S07.M05,-0.672646463,0.619,0.6196,medium,9126,ok,1,2
S-T142.1,5,1756,T142_S06.M01,-0.672646523,0.619,0.6196,medium,9126,ok,1,2
S-T144.1,1,1711,T144_S05.M01,-0.738665104,0.122,0.1863,incorrect,48048,ok,0,13
S-T144.1,2,1796,T144_S20.M01,-0.73969835,0.126,0.1872,incorrect,47749,ok,0,13
S-T144.1,3,1836,T144_S28.M01,-0.73969841,0.126,0.1872,incorrect,47749,ok,0,13
S-T144.1,4,1840,T144_S28.M05,-0.743101358,0.1301,0.2264,acceptable,47347,ok,0,13
S-T144.1,5,1756,T144_S12.M06,-0.743638694,0.1301,0.2264,acceptable,47289,ok,0,13
S-T146.2,1,1864,T146_S26.M02,-0.438953042,0.0,0.0115,incorrect,50,ok,0,
S-T146.2,2,1863,T146_S26.M01,-0.507909119,0.0,0.0123,incorrect,78,ok,0,
S-T146.2,3,1853,T146_S25.M01,-0.507911026,0.0,0.0123,incorrect,78,ok,0,
S-T146.2,4,1851,T146_S21.M09,-0.61334753,0.0,0.0068,incorrect,547,ok,0,
S-T146.2,5,1862,T146_S25.M10,-0.645064354,0.0,0.0376,incorrect,366,ok,0,
S-T146.3,1,1915,T146_S35.M03,-1.42726493,0.0,0.0199,incorrect,48373,ok,0,16
S-T146.3,2,1856,T146_S19.M04,-1.48242974,0.2667,0.3536,acceptable,48766,ok,0,16
S-T146.3,3,1801,T146_S09.M09,-1.48372626,0.2667,0.1869,incorrect,48857,ok,0,16
S-T146.3,4,1787,T146_S08.M05,-1.48372638,0.2667,0.1869,incorrect,48857,ok,0,16
S-T146.3,5,1853,T146_S19.M01,-1.48460925,0.2667,0.1869,incorrect,48857,ok,0,16
S-T151.2,1,1214,T151_S12.M02,-0.670854807,0.0,0.0074,incorrect,14762,ok,0,3
S-T151.2,2,1311,T151_S28.M09,-0.696383834,0.0444,0.0306,incorrect,15475,ok,0,3
S-T151.2,3,1281,T151_S21.M09,-0.727983654,0.3889,0.2831,incorrect,15791,ok,1,3
S-T151.2,4,1216,T151_S12.M04,-0.729320884,0.0,0.0044,incorrect,14587,ok,0,3
S-T151.2,5,1218,T151_S12.M06,-0.735706985,0.0,0.0166,incorrect,14514,ok,0,3
S-T151.3,1,1403,T151_S21.M09,-0.630091906,0.0,0.0031,incorrect,4068,ok,0,4
S-T151.3,2,1432,T151_S28.M08,-0.668579221,0.2093,0.0867,incorrect,12035,ok,0,4
S-T151.3,3,1357,T151_S16.M03,-0.672596991,0.2093,0.1533,incorrect,11307,ok,0,4
S-T151.3,4,1412,T151_S25.M08,-0.675010324,0.4186,0.1647,incorrect,6744,ok,1,4
S-T151.3,5,1312,T151_S08.M08,-0.676891804,0.1628,0.0714,incorrect,7428,ok,0,4
S-T151.4,1,1332,T151_S12.M08,0.476501703,0.0,0.0074,incorrect,1,ok,0,
S-T151.4,2,1415,T151_S28.M01,0.473264217,0.0,0.0075,incorrect,1,ok,0,
S-T151.4,3,1336,T151_S15.M02,0.447319537,0.0,0.0075,incorrect,1,ok,0,
S-T151.4,4,1335,T151_S15.M01,0.40653348,0.0,0.0074,incorrect,1,ok,0,
S-T151.4,5,1342,T151_S15.M08,0.400461197,0.0,0.0074,incorrect,1,ok,0,
S-T151.5,1,1252,T151_S05.M05,-0.23536472,0.0,0.0169,incorrect,24,ok,0,
S-T151.5,2,1250,T151_S05.M03,-0.246967405,0.0,0.0169,incorrect,23,ok,0,
S-T151.5,3,1248,T151_S05.M01,-0.305256963,0.0,0.0169,incorrect,24,ok,0,
S-T151.5,4,1254,T151_S05.M07,-0.351611406,0.0,0.0169,incorrect,25,ok,0,
S-T151.5,5,1282,T151_S08.M05,-0.415636688,0.0,0.0238,incorrect,123,ok,0,
S-T152.1,1,1990,T152_S16.M10,-0.672701001,0.0,0.0248,incorrect,26000,ok,0,2
S-T152.1,2,1918,T152_S06.M03,-0.67332834,0.6708,0.7248,medium,39383,ok,1,2
S-T152.1,3,1927,T152_S07.M02,-0.674885035,0.6615,0.7264,medium,39188,ok,1,2
S-T152.1,4,1978,T152_S15.M08,-0.674885035,0.6615,0.7264,medium,39188,ok,1,2
S-T152.1,5,2025,T152_S21.M05,-0.680946827,0.6429,0.7212,medium,42572,ok,1,2
S-T154.1,1,2071,T154_S15.M05,-0.680678368,0.0,0.0212,incorrect,14376,ok,0,
S-T154.1,2,2097,T154_S19.M03,-0.691106856,0.0,0.0055,incorrect,18775,ok,0,
S-T154.1,3,2124,T154_S25.M04,-0.692708492,0.0,0.0206,incorrect,12512,ok,0,
S-T154.1,4,2099,T154_S19.M06,-0.692754626,0.0,0.0055,incorrect,13794,ok,0,
S-T154.1,5,2093,T154_S18.M09,-0.693209469,0.0,0.0082,incorrect,11764,ok,0,
S-T159.1,1,1063,T159_S06.M06,-0.650206029,0.2525,0.3572,acceptable,12663,ok,0,3
S-T159.1,2,1072,T159_S07.M05,-0.650206029,0.2525,0.3572,acceptable,12663,ok,0,3
S-T159.1,3,1169,T159_S25.M02,-0.663219452,0.6975,0.7225,medium,18441,ok,1,3
S-T159.1,4,1118,T159_S16.M01,-0.666609287,0.7311,0.738,medium,18106,ok,1,3
S-T159.1,5,1056,T159_S05.M09,-0.66805476,0.3109,0.5016,medium,17106,ok,1,3
S-T159.2,1,820,T159_S20.M10,-0.664928973,0.0222,0.0403,incorrect,12500,ok,0,
S-T159.2,2,817,T159_S20.M07,-0.664976835,0.0222,0.0403,incorrect,12500,ok,0,
S-T159.2,3,754,T159_S08.M02,-0.671582341,0.0222,0.0403,incorrect,12549,ok,0,
S-T159.2,4,812,T159_S20.M02,-0.671750009,0.0,0.0155,incorrect,8493,ok,0,
S-T159.2,5,816,T159_S20.M06,-0.675187111,0.0,0.0155,incorrect,8493,ok,0,
S-T159.3,1,811,T159_S12.M06,-0.660618663,0.0,0.0024,incorrect,5878,ok,0,
S-T159.3,2,816,T159_S16.M04,-0.685943425,0.0,0.0188,incorrect,7352,ok,0,
S-T159.3,3,822,T159_S18.M01,-0.686044931,0.0,0.0054,incorrect,16552,ok,0,
S-T159.3,4,869,T159_S28.M08,-0.687184453,0.0,0.0052,incorrect,11938,ok,0,
S-T159.3,5,825,T159_S18.M04,-0.687621534,0.0,0.0173,incorrect,5626,ok,0,
S-T159.4,1,452,T159_S12.M05,-0.664946079,0.0,0.0134,incorrect,5599,ok,0,
S-T159.4,2,502,T159_S26.M04,-0.667824388,0.0,0.013,incorrect,6318,ok,0,
S-T159.4,3,466,T159_S16.M01,-0.679592371,0.0,0.0128,incorrect,5531,ok,0,
S-T159.4,4,503,T159_S26.M05,-0.679729283,0.0,0.0131,incorrect,5893,ok,0,
S-T159.4,5,513,T159_S28.M05,-0.680013418,0.0,0.0132,incorrect,5919,ok,0,
S-T159.5,1,464,T159_S15.M09,-0.64371419,0.0857,0.0358,incorrect,6909,ok,0,
S-T159.5,2,456,T159_S15.M01,-0.650029957,0.0,0.0075,incorrect,8713,ok,0,
S-T159.5,3,479,T159_S18.M06,-0.651399851,0.0,0.0074,incorrect,8427,ok,0,
S-T159.5,4,480,T159_S18.M07,-0.663442254,0.0286,0.017,incorrect,8532,ok,0,
S-T159.5,5,497,T159_S25.M09,-0.663677156,0.0,0.0055,incorrect,6084,ok,0,
S-T159.6,1,827,T159_S21.M08,-0.68734324,0.2821,0.3596,acceptable,6964,ok,0,3
S-T159.6,2,828,T159_S21.M09,-0.691381097,0.2821,0.3597,acceptable,6975,ok,0,3
S-T159.6,3,763,T159_S09.M04,-0.691449463,0.641,0.4338,acceptable,9469,ok,1,3
S-T159.6,4,757,T159_S08.M08,-0.691449583,0.641,0.4338,acceptable,9469,ok,1,3
S-T159.6,5,822,T159_S20.M10,-0.693234682,0.8205,0.6521,medium,9379,ok,1,3
S-T159.7,1,1009,T159_S25.M07,-0.655326009,0.1562,0.3741,acceptable,7947,ok,0,6
S-T159.7,2,946,T159_S12.M09,-0.671068192,0.25,0.3597,acceptable,8650,ok,0,6
S-T159.7,3,925,T159_S08.M06,-0.679384589,0.1562,0.3385,acceptable,7644,ok,0,6
S-T159.7,4,932,T159_S09.M03,-0.679384708,0.1562,0.3385,acceptable,7644,ok,0,6
S-T159.7,5,1008,T159_S25.M06,-0.682471573,0.1562,0.3366,acceptable,6961,ok,0,6
S-T165.1,1,1385,T165_S48.M09,0.0221449863,0.0,0.0018,incorrect,10,ok,0,
S-T165.1,2,1308,T165_S24.M02,-0.228223488,0.0,0.0018,incorrect,32,ok,0,
S-T165.1,3,1353,T165_S34.M07,-0.365007311,0.0,0.0954,incorrect,11,ok,0,
S-T165.1,4,1341,T165_S33.M05,-0.36500746,0.0,0.0954,incorrect,11,ok,0,
S-T165.1,5,1225,T165_S03.M09,-0.428901821,0.0,0.0045,incorrect,117,ok,0,
S-T169.1,1,1624,T169_S48.M01,-0.643108189,0.0098,0.0811,incorrect,10216,ok,0,
S-T169.1,2,1518,T169_S10.M04,-0.645809829,0.0098,0.0357,incorrect,16519,ok,0,
S-T169.1,3,1541,T169_S14.M08,-0.646825433,0.0098,0.0304,incorrect,11860,ok,0,
S-T169.1,4,1565,T169_S31.M02,-0.648974836,0.0,0.0688,incorrect,18690,ok,0,
S-T169.1,5,1606,T169_S36.M03,-0.648974836,0.0,0.0688,incorrect,18690,ok,0,
S-T176.1,1,1480,T176_S03.M06,-0.648109317,0.0,0.0484,incorrect,11204,ok,0,32
S-T176.1,2,1550,T176_S14.M06,-0.649736524,0.0,0.0273,incorrect,9558,ok,0,32
S-T176.1,3,1487,T176_S06.M03,-0.651179016,0.0753,0.0862,incorrect,11654,ok,0,32
S-T176.1,4,1648,T176_S54.M09,-0.656705081,0.1071,0.0753,incorrect,10498,ok,0,32
S-T176.1,5,1470,T176_S02.M06,-0.659677744,0.0538,0.0825,incorrect,11657,ok,0,32
S-T180.1,1,985,T180_S24.M04,-0.654011965,0.0291,0.0772,incorrect,14608,ok,0,13
S-T180.1,2,899,T180_S03.M04,-0.660509467,0.0583,0.0807,incorrect,19518,ok,0,13
S-T180.1,3,1043,T180_S48.M07,-0.669890046,0.0,0.0677,incorrect,23528,ok,0,13
S-T180.1,4,982,T180_S24.M01,-0.674393117,0.0291,0.0773,incorrect,14127,ok,0,13
S-T180.1,5,909,T180_S06.M04,-0.674393177,0.0291,0.0773,incorrect,14127,ok,0,13
S-T180.2,1,907,T180_S06.M02,-0.654958487,0.0,0.0178,incorrect,14014,ok,0,2
S-T180.2,2,992,T180_S31.M05,-0.655222297,0.4286,0.2693,acceptable,5517,ok,1,2
S-T180.2,3,1031,T180_S36.M04,-0.655222297,0.4286,0.2693,acceptable,5517,ok,1,2
S-T180.2,4,908,T180_S06.M03,-0.658315718,0.0154,0.0209,incorrect,14453,ok,0,2
S-T180.2,5,1011,T180_S33.M04,-0.666631997,0.5,0.3514,medium,12213,ok,1,2
